91,SPRING 2025,CMAC,Yes,3
92,SPRING 2025,CMAC,Yes,3
93,SPRING 2025,CMAC,Yes,3
94,SPRING 2025,CMAC,Yes,3
95,SPRING 2020,CMAC,Yes,3
96,SPRING 2020,CMAC,Yes,3
97,SPRING 2020,CMAC,Yes,3
98,SPRING 2020,CMAC,Yes,3
99,SPRING 2020,CMAC,Yes,3
100,SPRING 2020,CMAC,Yes,3
101,SPRING 2020,ALCY,Yes,3
102,SPRING 2020,ALCY,Yes,3
103,SPRING 2020,ALCY,Yes,3
104,SPRING 2020,ALCY,Yes,3
105,SPRING 2020,ALCY,Yes,3
106,SPRING 2020,ALCY,Yes,3
107,SPRING 2020,ALCY,Yes,3
108,SPRING 2020,DADA,Yes,3
109,SPRING 2020,DADA,Yes,3
110,SPRING 2020,DADA,Yes,3
111,SPRING 2020,DADA,Yes,3
112,SPRING 2020,DADA,Yes,3
113,SPRING 2021,DADA,Yes,3
114,SPRING 2021,DADA,Yes,3
115,SPRING 2021,DADA,Yes,3
116,SPRING 2021,DADA,Yes,3
117,SPRING 2021,DADA,Yes,3
118,SPRING 2021,DADA,Yes,3
119,SPRING 2021,DADA,Yes,3
120,SPRING 2021,DADA,Yes,3
121,SPRING 2021,DADA,Yes,3
122,SPRING 2024,DIVI,Yes,3
123,SPRING 2024,DIVI,Yes,3
124,SPRING 2024,DIVI,Yes,3
125,SPRING 2024,DIVI,Yes,3
126,SPRING 2024,DIVI,Yes,3
127,SPRING 2024,DIVI,Yes,3
128,SPRING 2024,DIVI,Yes,3
129,SPRING 2024,DIVI,Yes,3
130,SPRING 2024,DIVI,Yes,3
131,SPRING 2021,DIVI,Yes,3
132,SPRING 2021,DIVI,Yes,3
133,SPRING 2021,DIVI,Yes,3
134,SPRING 2021,DIVI,Yes,3
135,SPRING 2021,HEAL,Yes,3
136,SPRING 2021,HEAL,Yes,3
137,SPRING 2021,HEAL,Yes,3
138,SPRING 2021,HEAL,Yes,3
139,SPRING 2025,HEAL,Yes,3
140,SPRING 2025,HEAL,Yes,3
141,SPRING 2025,HEAL,Yes,3
142,SPRING 2025,HEAL,Yes,3
143,SPRING 2021,HEAL,Yes,3
144,SPRING 2021,HEAL,Yes,3
145,SPRING 2021,HEAL,Yes,3
146,SPRING 2021,HEAL,Yes,3
147,SPRING 2021,HEAL,Yes,3
148,SPRING 2021,HEAL,Yes,3
149,SPRING 2021,HERB,Yes,3
150,SPRING 2022,HERB,Yes,3
151,SPRING 2022,HERB,Yes,3
152,SPRING 2022,HERB,Yes,3
153,SPRING 2022,HERB,Yes,3
154,SPRING 2022,HERB,Yes,3
155,SPRING 2022,HERB,Yes,3
156,SPRING 2022,HERB,Yes,3
157,SPRING 2022,HERB,Yes,3
158,SPRING 2022,HIST,Yes,3
159,SPRING 2022,HIST,Yes,3
160,SPRING 2022,HIST,Yes,3
161,SPRING 2022,HIST,Yes,3
162,SPRING 2022,HIST,Yes,3
163,SPRING 2022,HIST,Yes,3
164,SPRING 2022,HIST,Yes,3
165,SPRING 2025,HIST,No,2
166,SPRING 2025,HIST,No,2
167,SPRING 2025,HIST,No,2
168,SPRING 2025,MYOM,No,2
169,SPRING 2025,MYOM,No,2
170,SPRING 2025,MYOM,No,2
171,SPRING 2025,MYOM,No,2
172,SPRING 2025,MYOM,No,2
173,SPRING 2025,MYOM,No,2
174,SPRING 2025,MYOM,No,2
175,SPRING 2025,MYOM,No,2
176,SPRING 2025,MYOM,No,2
177,SPRING 2025,POTS,No,2
178,SPRING 2025,POTS,No,2
179,SPRING 2025,POTS,No,2
180,SPRING 2025,POTS,No,2
181,SPRING 2025,POTS,No,2
182,SPRING 2025,POTS,No,2
183,SPRING 2025,POTS,No,2
184,SPRING 2023,POTS,No,2
185,SPRING 2023,QDTC,No,2
186,SPRING 2023,QDTC,No,2
187,SPRING 2023,QDTC,No,2
188,SPRING 2023,QDTC,No,2
189,SPRING 2024,QDTC,No,2
190,SPRING 2024,QDTC,No,2
191,SPRING 2024,QDTC,No,2
192,SPRING 2024,QDTC,No,2
193,SPRING 2024,QDTC,No,2
194,SPRING 2024,TRFG,No,2
195,SPRING 2024,TRFG,No,2
196,SPRING 2024,TRFG,No,2
197,SPRING 2024,TRFG,No,2
198,SPRING 2024,TRFG,No,2
199,SPRING 2024,TRFG,No,2
200,SPRING 2024,TRFG,No,2
